id,nombre,email,contrasena,rol,direccion,telefono,rango,unidad,organismo
CIV046,Fabiola Garcia,fabiola.garcia@gmail.com,FabiolaGarcia123,Civil,Calle 46 #460-470,3467777777,,,
CIV049,Angela Munoz,angela.munoz@hotmail.com,AngelaMunoz123,Civil,Calle 49 #490-500,3490000000,,,
CIV048,Nelson Castillo,nelson.castillo@gmail.com,NelsonCastillo123,Civil,Avenida 48 #480-490,3489999999,,,
CIV050,Gustavo Pineda,gustavo.pineda@gmail.com,GustavoPineda123,Civil,Carrera 50 #500-510,3501111111,,,
CIV052,Luz Dary Lopez,luz.lopez@hotmail.com,LuzDaryLopez123,Civil,Calle 52 #520-530,3523333333,,,
CIV051,Andres Ruiz,andres.ruiz@gmail.com,AndresRuiz123,Civil,Avenida 51 #510-520,3512222222,,,
CIV054,Ana Lucia,ana.lucia@outlook.com,AnaLucia123,Civil,Avenida 54 #540-550,3545555555,,,
CIV053,Carlos Mario,carlos.mario@gmail.com,CarlosMario123,Civil,Carrera 53 #530-540,3534444444,,,
CIV056,Martha Liliana,martha.liliana@gmail.com,MarthaLiliana123,Civil,Carrera 56 #560-570,3567777777,,,
POL-01,CAI Centro,cai.centro@policia.gov.co,Centro2024,Autoridad,,,Patrullero,CAI Centro,Policia
CIV055,Juan Carlos,juan.carlos@yahoo.com,JuanCarlos123,Civil,Calle 55 #550-560,3556666666,,,
CIV058,Claudia Rodriguez,claudia.rodriguez@gmail.com,ClaudiaRodriguez123,Civil,Calle 58 #580-590,3589999999,,,
POL-02,CAI Cable,cai.cable@policia.gov.co,Cable2024,Autoridad,,,Patrullero,CAI Cable,Policia
CIV057,Gerardo Perez,gerardo.perez@hotmail.com,GerardoPerez123,Civil,Avenida 57 #570-580,3578888888,,,
POL-03,CAI Palogrande,cai.palogrande@policia.gov.co,Palogrande2024,Autoridad,,,Patrullero,CAI Palogrande,Policia
POL-04,CAI San José,cai.sanjose@policia.gov.co,SanJose2024,Autoridad,,,Patrullero,CAI San José,Policia
CIV059,Alberto Fernandez,alberto.fernandez@outlook.com,AlbertoFernandez123,Civil,Carrera 59 #590-600,3590000000,,,
POL-05,CAI La Enea,cai.laenea@policia.gov.co,Enea2024,Autoridad,,,Patrullero,CAI La Enea,Policia
POL-06,CAI Chipre,cai.chipre@policia.gov.co,Chipre2024,Autoridad,,,Patrullero,CAI Chipre,Policia
POL-07,CAI Villahermosa,cai.villahermosa@policia.gov.co,Villa2024,Autoridad,,,Patrullero,CAI Villahermosa,Policia
POL-08,CAI Fátima,cai.fatima@policia.gov.co,Fatima2024,Autoridad,,,Patrullero,CAI Fátima,Policia
CIV061,Ramiro Castro,ramiro.castro@gmail.com,RamiroCastro123,Civil,Calle 61 #610-620,3612222222,,,
CIV060,Miriam Rojas,miriam.rojas@yahoo.com,MiriamRojas123,Civil,Avenida 60 #600-610,3601111111,,,
CIV063,Camilo Torres,camilo.torres@gmail.com,CamiloTorres123,Civil,Avenida 63 #630-640,3634444444,,,
CIV062,Olga Lozano,olga.lozano@hotmail.com,OlgaLozano123,Civil,Carrera 62 #620-630,3623333333,,,
CIV065,Eduardo Sanchez,eduardo.sanchez@yahoo.com,EduardoSanchez123,Civil,Carrera 65 #650-660,3656666666,,,
CIV064,Beatriz Morales,beatriz.morales@outlook.com,BeatrizMorales123,Civil,Calle 64 #640-650,3645555555,,,
CIV067,Omar Moreno,omar.moreno@hotmail.com,OmarMoreno123,Civil,Calle 67 #670-680,3678888888,,,
CIV100,Carolina Mesa,carolina.mesa@yahoo.com,CarolinaMesa123,Civil,Calle 100 #1000-1010,4001111111,,,
CIV066,Marcela Herrera,marcela.herrera@gmail.com,MarcelaHerrera123,Civil,Avenida 66 #660-670,3667777777,,,
CIV069,Ricardo Silva,ricardo.silva@outlook.com,RicardoSilva123,Civil,Avenida 69 #690-700,3690000000,,,
CIV102,Laura Martinez,laura.martinez@hotmail.com,LauraMartinez123,Civil,Carrera 102 #1020-1030,4023333333,,,
CIV068,Carmen Ortiz,carmen.ortiz@gmail.com,CarmenOrtiz123,Civil,Carrera 68 #680-690,3689999999,,,
CIV101,Ricardo Martinez,ricardo.martinez@gmail.com,RicardoMartinez123,Civil,Calle 101 #1010-1020,4012222222,,,
1086134344,x,x@gmail.com,HOLAMUNDOx1.,Civil,calle 6 chapinero,3113906797,,,
CIV104,Ana Maria,ana.maria@outlook.com,AnaMaria123,Civil,Calle 104 #1040-1050,4045555555,,,
1668545133312394,j,j@gmail.com,HOLAMUNDOx1.,Civil,calle 6 #03-10 bro cafetero,3187391005,,,
CIV103,Oscar Ramirez,oscar.ramirez@gmail.com,OscarRamirez123,Civil,Avenida 103 #1030-1040,4034444444,,,
CIV106,Camila Torres,camila.torres@gmail.com,CamilaTorres123,Civil,Avenida 106 #1060-1070,4067777777,,,
CIV105,Julian Castro,julian.castro@yahoo.com,JulianCastro123,Civil,Carrera 105 #1050-1060,4056666666,,,
CIV108,Valentina Gomez,valentina.gomez@gmail.com,ValentinaGomez123,Civil,Carrera 108 #1080-1090,4089999999,,,
CIV107,David Lopez,david.lopez@hotmail.com,DavidLopez123,Civil,Calle 107 #1070-1080,4078888888,,,
CIV109,Alejandro Ruiz,alejandro.ruiz@outlook.com,AlejandroRuiz123,Civil,Avenida 109 #1090-1100,4090000000,,,
CIV070,Lucia Ramires,lucia.ramires@yahoo.com,LuciaRamires123,Civil,Calle 70 #700-710,3701111111,,,
CIV072,Rosa Mendoza,rosa.mendoza@hotmail.com,RosaMendoza123,Civil,Avenida 72 #720-730,3723333333,,,
CIV071,Enrique Gomez,enrique.gomez@gmail.com,EnriqueGomez123,Civil,Carrera 71 #710-720,3712222222,,,
CIV074,Ligia Patino,ligia.patino@outlook.com,LigiaPatino123,Civil,Carrera 74 #740-750,3745555555,,,
CIV073,Pedro Santos,pedro.santos@gmail.com,PedroSantos123,Civil,Calle 73 #730-740,3734444444,,,
CIV076,Ingrid Vargas,ingrid.vargas@gmail.com,IngridVargas123,Civil,Calle 76 #760-770,3767777777,,,
CIV075,Raul Montes,raul.montes@yahoo.com,RaulMontes123,Civil,Avenida 75 #750-760,3756666666,,,
CIV078,Gloria Alvarez,gloria.alvarez@gmail.com,GloriaAlvarez123,Civil,Avenida 78 #780-790,3789999999,,,
CIV111,Daniel Castro,daniel.castro@gmail.com,DanielCastro123,Civil,Carrera 111 #1110-1120,4112222222,,,
CIV110,Sofia Ramirez,sofia.ramirez@yahoo.com,SofiaRamirez123,Civil,Calle 110 #1100-1110,4101111111,,,
CIV077,Dario Jimenez,dario.jimenez@hotmail.com,DarioJimenez123,Civil,Carrera 77 #770-780,3778888888,,,
CIV113,Juan Jose,juan.jose@gmail.com,JuanJose123,Civil,Calle 113 #1130-1140,4134444444,,,
CIV079,Emilio Salazar,emilio.salazar@outlook.com,EmilioSalazar123,Civil,Calle 79 #790-800,3790000000,,,
CIV112,Natalia Lopez,natalia.lopez@hotmail.com,NataliaLopez123,Civil,Avenida 112 #1120-1130,4123333333,,,
CIV115,Carlos Alberto,carlos.alberto@yahoo.com,CarlosAlberto123,Civil,Avenida 115 #1150-1160,4156666666,,,
CIV114,Maria Jose,maria.jose@outlook.com,MariaJose123,Civil,Carrera 114 #1140-1150,4145555555,,,
CIV117,Jorge Luis,jorge.luis@hotmail.com,JorgeLuis123,Civil,Carrera 117 #1170-1180,4178888888,,,
CIV116,Paula Andrea,paula.andrea@gmail.com,PaulaAndrea123,Civil,Calle 116 #1160-1170,4167777777,,,
CIV119,Miguel Eduardo,miguel.eduardo@outlook.com,MiguelEduardo123,Civil,Calle 119 #1190-1200,4190000000,,,
CIV118,Luz Dary,luz.dary@gmail.com,LuzDary123,Civil,Avenida 118 #1180-1190,4189999999,,,
CIV081,Walter Cortes,walter.cortes@gmail.com,WalterCortes123,Civil,Avenida 81 #810-820,3812222222,,,
CIV080,Marisol Torres,marisol.torres@yahoo.com,MarisolTorres123,Civil,Carrera 80 #800-810,3801111111,,,
CIV083,Jaime Rios,jaime.rios@gmail.com,JaimeRios123,Civil,Carrera 83 #830-840,3834444444,,,
CIV082,Luz Marina,luz.marina@hotmail.com,LuzMarina123,Civil,Calle 82 #820-830,3823333333,,,
CIV085,Gabriel Caicedo,gabriel.caicedo@yahoo.com,GabrielCaicedo123,Civil,Calle 85 #850-860,3856666666,,,
CIV084,Consuelo Gomez,consuelo.gomez@outlook.com,ConsueloGomez123,Civil,Avenida 84 #840-850,3845555555,,,
CIV087,Oscar Mauricio,oscar.mauricio@hotmail.com,OscarMauricio123,Civil,Avenida 87 #870-880,3878888888,,,
CIV120,Laura Valentina,laura.valentina@yahoo.com,LauraValentina123,Civil,Carrera 120 #1200-1210,4201111111,,,
CIV086,Maria Elena,maria.elena@gmail.com,MariaElena123,Civil,Carrera 86 #860-870,3867777777,,,
